# 


# canal 1


# canal 2


# canal 3


# canal 4
141 -3.749999 0.433007 'go2d101v73'
142 -3.999998 -0.866031 'dd168v47'
143 -3.749999 -0.433018 'e-o2d151v75'
144 -3.749999 -1.299043 'dd164v61'
145 -3.249998 -2.165069 'f+o1d109v43'
146 -2.999999 -2.598081 'a-o2d106v65'
147 -2.249999 -3.031094 'go2d171v42'
148 -2.499999 -2.598081 'go1d191v47'
149 -1.499998 -3.464106 'do2d126v79'
150 -1.749998 -3.031094 'f+o2d161v62'
151 -0.749998 -3.897119 'f+o2d160v48'
152 -0.999998 -3.464106 'b-o2d97v69'
153 -0.249998 -3.897119 'cd180v64'
154 0.750002 -3.897119 'gd161v68'
155 1.250002 -3.897119 'ad147v41'
156 2.000002 -3.464106 'f+o2d104v78'
157 1.500002 -3.464106 'gd137v59'
158 2.750002 -3.031094 'ad119v64'
159 2.250002 -3.031094 'ad135v75'
160 3.000002 -2.598081 'do2d101v56'


# canal 5


# canal 6


# canal 7


# canal 8


# canal 9


# canal 10


# canal 11


# canal 12


# canal 13


# canal 14


# canal 15


# canal 16


# canal 17
1 -4.992409 -6.500058 'xcf03t1 xbf2048 xbf0000 b-o1d800v51c16,xce00t40 xbe2048 xbe0000 a-o3d192v80c\
15,l800'
2 -4.522181 -7.147271 'xce0ft28 xbe2046 xbe0000 ao2d122v38c15,xcf00t33 xbf2032 xbf0000 a-o3d97v20c1\
6,l122'
3 -5.007591 -7.499942 'xce16 xbe201e xbe0000 co2d192v64c15,xcf00t10 xbf2048 xbf0000 a-o4d132v46c16'
4 -5.477819 -6.852729 'xcf14t9 xbf2032 xbf0000 dd161v97c16,xce13t35 xbe203c xbe0000 bo2d129v63c15,l\
161'
5 -4.506999 -6.147387 'xcf02t21 xbf2048 xbf0000 a-o2d180v26c16,xce00t29 xbe203c xbe0000 bd68v22c15,\
l180'
6 -4.036770 -6.794600 'xce32t40 xbe2032 xbe0000 c+o2d309v99c15,xcf00t49 xbf2048 xbf0000 co1d358v69c\
16,l358'
7 -3.566542 -7.441813 'xce13t32 xbe203c xbe0000 a-o0d110v32c15,xcf1et46 xbf2032 xbf0000 f+o6d161v88\
c16,l161'
8 -4.537363 -8.147156 'xce00t27 xbe2014 xbe0000 eo4d105v50c15,xcf06t40 xbf2046 xbf0000 fo3d63v73c16\
,l105'
9 -5.022773 -8.499827 'xcf32t33 xbf2032 xbf0000 b-o4d928v44c16,xce00t49 xbe203c xbe0000 do0d84v76c1\
5,l928'
10 -5.493001 -7.852613 'xce05t9 xbe201e xbe0000 dd50v83c15,xcf00t19 xbf2014 xbf0000 b-o5d79v62c16,l7\
9'
11 -5.963229 -7.205400 'xcf14t1 xbf2032 xbf0000 ed131v75c16,xce05t40 xbe201e xbe0000 a-d84v66c15,l13\
1'
12 -6.433457 -6.558187 'xce05t9 xbe201e xbe0000 f+o4d185v67c15,xcf13t16 xbf203c xbf0000 c+o3d118v73c\
16,l185'
13 -5.462637 -5.852844 'xcf01t9 xbf2048 xbf0000 ao1d614v54c16,xce1et44 xbe2032 xbe0000 ao6d140v29c15\
,l614'
14 -4.977227 -5.500173 'xce06t2 xbe201e xbe0000 dd181v88c15,xcf00t36 xbf2048 xbf0000 co4d105v75c16,l\
181'
15 -4.491817 -5.147502 'xce06t17 xbe2046 xbe0000 fo-1d187v82c15,xcf10t24 xbf2046 xbf0000 f+o1d88v83c\
16,l187'
16 -4.021588 -5.794715 'xcf32t19 xbf2032 xbf0000 bd292v58c16,xce03t44 xbe2046 xbe0000 fo0d104v56c15,\
l292'
17 -3.551360 -6.441929 'xcf10t1 xbf2046 xbf0000 f+o6d139v92c16,xce16t21 xbe201e xbe0000 do2d146v96c1\
5,l146'
18 -3.081132 -7.089142 'xce14t1 xbe2032 xbe0000 c+o0d53v64c15,xcf00t10 xbf2048 xbf0000 c+o5d109v95c1\
6,l109'
19 -4.051952 -7.794485 'xce16t24 xbe201e xbe0000 cd126v79c15,xcf0ft42 xbf2046 xbf0000 b-o4d148v65c16\
,l148'
20 -3.096313 -8.089026 'xcf14t11 xbf2032 xbf0000 bo0d89v32c16,xce16t12 xbe201e xbe0000 a-o1d80v29c15\
,l89'
21 -4.067133 -8.794370 'xcf01t17 xbf200a xbf0000 e-d304v62c16,xce00t29 xbe2048 xbe0000 c+o5d60v54c15\
,l304'
22 -4.552544 -9.147041 'xce02t32 xbe2048 xbe0000 eo1d103v30c15,xcf00t47 xbf2048 xbf0000 fo4d67v87c16\
,l103'
23 -5.037954 -9.499713 'xcf05t21 xbf201e xbf0000 fo2d141v91c16,xce04t24 xbe2046 xbe0000 go4d114v27c1\
5,l141'
24 -5.508183 -8.852499 'xcf02t11 xbf2048 xbf0000 co6d165v31c16,xce05t18 xbe201e xbe0000 a-o4d138v92c\
15,l165'
25 -5.978411 -8.205285 'xcf05t2 xbf201e xbf0000 c+o4d64v39c16,xce13t7 xbe203c xbe0000 a-o3d146v98c15\
,l146'
26 -6.448639 -7.558072 'xce06t9 xbe2046 xbe0000 eo5d51v35c15,xcf02t49 xbf2048 xbf0000 fd72c16,l72'
27 -6.918867 -6.910858 'xce01t30 xbe2048 xbe0000 dd769v71c15,xcf00t45 xbf200b xbf0000 bo2d811v53c16,\
l811'
28 -5.948047 -6.205516 'xce00t11 xbe200b xbe0000 fo2d848v44c15,xcf32t39 xbf2032 xbf0000 f+o4d823v24c\
16,l848'
29 -6.903685 -5.910974 'xce01t26 xbe200a xbe0000 fo6d478v28c15,xcf06t42 xbf2046 xbf0000 fo4d182v87c1\
6,l478'
30 -5.932865 -5.205631 'xcf10t26 xbf2046 xbf0000 go5d185v26c16,xce14t44 xbe2032 xbe0000 c+o1d58v34c1\
5,l185'
31 -5.447454 -4.852960 'xce16t27 xbe201e xbe0000 f+o2d69v47c15,xcf06t30 xbf2046 xbf0000 bo5d71v48c16\
,l71'
32 -4.962044 -4.500289 'xcf01t12 xbf2048 xbf0000 co6d478v20c16,xce00t24 xbe2032 xbe0000 bo3d52v46c15\
,l478'
33 -4.476634 -4.147618 'xcf03t30 xbf2048 xbf0000 go1d454v88c16,xce00t44 xbe203c xbe0000 ed95v97c15,l\
454'
34 -4.006405 -4.794831 'xce00t31 xbe2048 xbe0000 go4d60v44c15,xcf03t47 xbf2048 xbf0000 a-d439v80c16,\
l439'
35 -3.536177 -5.442045 'xcf0ft13 xbf2046 xbf0000 fo4d144v90c16,xce00t28 xbe2048 xbe0000 fd62v81c15,l\
144'
36 -3.065949 -6.089258 'xce00t13 xbe2048 xbe0000 fo4d145v79c15,xcf00t29 xbf2048 xbf0000 e-o3d51v28c1\
6,l145'
37 -2.595721 -6.736472 'xcf06t19 xbf2046 xbf0000 do2d78v82c16,xce16t23 xbe201e xbe0000 b-o1d121v66c1\
5,l121'
38 -2.125492 -7.383685 'xce0ft11 xbe2046 xbe0000 c+o5d118v99c15,xcf05t13 xbf201e xbf0000 f+o2d136v28\
c16,l136'
39 -2.610902 -7.736356 'xce00t45 xbe203c xbe0000 f+o0d49v48c15,xcf04t49 xbf2046 xbf0000 eo4d142v93c1\
6,l142'
40 -2.626084 -8.736241 'xcf00t6 xbf2014 xbf0000 e-o0d174v81c16,xce00t9 xbe200b xbe0000 b-o3d312v48c1\
5,l312'
41 -3.111494 -9.088913 'xce03 xbe2046 xbe0000 b-o2d72v62c15,xcf13t22 xbf203c xbf0000 dd79v38c16,l79'
42 -3.581722 -8.441699 'xcf02t10 xbf2048 xbf0000 co6d156v88c16,xce00t21 xbe2048 xbe0000 co3d147v78c1\
5,l156'
43 -3.596905 -9.441585 'xce00t2 xbe2048 xbe0000 a-o4d121v44c15,xcf00t4 xbf203c xbf0000 do5d132v85c16\
,l132'
44 -4.082314 -9.794256 'xcf00t24 xbf203c xbf0000 c+o5d84v97c16,xce00t36 xbe2014 xbe0000 do4d163v67c1\
5,l163'
45 -2.110310 -6.383801 'xcf14t24 xbf2032 xbf0000 do2d111v49c16,xce32t46 xbe2032 xbe0000 gd756v67c15,\
l756'
46 -2.580539 -5.736587 'xce00t5 xbe2048 xbe0000 bo5d168v25c15,xcf03t28 xbf2046 xbf0000 bo0d98v56c16,\
l168'
47 -3.050767 -5.089374 'xcf05t9 xbf201e xbf0000 b-d74v54c16,xce00t44 xbe203c xbe0000 go4d124v88c15,l\
124'
48 -3.520995 -4.442160 'xce01t1 xbe200a xbe0000 ao4d941c15,xcf13t26 xbf203c xbf0000 co5d158v27c16,l9\
41'
49 -5.917683 -4.205747 'xcf05t1 xbf201e xbf0000 do2d75v29c16,xce03t32 xbe2046 xbe0000 eo0d181v49c15,\
l181'
50 -6.403092 -4.558418 'xcf13t2 xbf203c xbf0000 fo4d182v69c16,xce06t33 xbe2046 xbe0000 f+o3d119v72c1\
5,l182'
51 -6.418274 -5.558302 'xcf32t4 xbf2032 xbf0000 f+o2d349v85c16,xce10t19 xbe2046 xbe0000 a-o1d151v42c\
15,l349'
52 -6.888503 -4.911089 'xcf00t2 xbf2014 xbf0000 c+o1d136v53c16,xce0ft45 xbe2046 xbe0000 bo2d81v80c15\
,l136'
53 -7.373913 -5.263760 'xce14t21 xbe2032 xbe0000 e-d177v65c15,xcf00t33 xbf200b xbf0000 ao4d270v64c16\
,l270'
54 -7.389095 -6.263645 'xcf00t5 xbf2048 xbf0000 a-o2d121v65c16,xce00t36 xbe2048 xbe0000 e-o5d174v99c\
15,l174'
55 -7.874505 -6.616316 'xce32t42 xbe2032 xbe0000 ed396v71c15,xcf14t49 xbf2032 xbf0000 a-o0d166v28c16\
,l396'
56 -6.934049 -7.910743 'xcf02t17 xbf2048 xbf0000 fo5d126v46c16,xce1et37 xbe2032 xbe0000 do-1d87v83c1\
5,l126'
57 -7.404277 -7.263529 'xcf00t1 xbf2014 xbf0000 f+o1d64v32c16,xce06t33 xbe2046 xbe0000 go0d77v96c15,\
l77'
58 -7.419459 -8.263414 'xcf00t37 xbf2048 xbf0000 do4d170v30c16,xce00t49 xbe2048 xbe0000 a-o5d54v47c1\
5,l170'
59 -7.889688 -7.616200 'xcf04t6 xbf2048 xbf0000 co2d164v57c16,xce00t47 xbe2048 xbe0000 co4d97v84c15,\
l164'
60 -6.463820 -8.557956 'xce00t19 xbe2048 xbe0000 cd147v100c15,xcf04t41 xbf2048 xbf0000 e-d111v50c16,\
l147'
61 -6.949231 -8.910626 'xce01t35 xbe2048 xbe0000 do2d616v69c15,xcf1et48 xbf2032 xbf0000 f+o7d146v20c\
16,l616'
62 -5.993592 -9.205169 'xce00t26 xbe2048 xbe0000 do5d139v24c15,xcf10t31 xbf2046 xbf0000 ad107v77c16,\
l139'
63 -6.479003 -9.557839 'xce01t8 xbe2048 xbe0000 go4d275v86c15,xcf00t15 xbf200b xbf0000 bo2d421v40c16\
,l421'
64 -5.523364 -9.852382 'xce04t29 xbe2046 xbe0000 e-o-1d68v71c15,xcf01t43 xbf200a xbf0000 go4d241v37c\
16,l241'


# canal 18


# canal 19


# canal 20
