

# canal 1


# canal 2


# canal 3


# canal 4
143 -3.749999 -0.433018 'f+o2d131v57'
144 -3.749999 -1.299043 'e-o2d184v61'
145 -3.249998 -2.165069 'ao2d117v78'
146 -2.999999 -2.598081 'do2d139v56'
147 -2.249999 -3.031094 'a-d172v71'
148 -2.499999 -2.598081 'e-d151v50'
149 -1.499998 -3.464106 'b-o1d146v62'
150 -1.749998 -3.031094 'fo2d127v55'
151 -0.749998 -3.897119 'f+o1d119v45'
152 -0.999998 -3.464106 'b-o1d178v71'
153 -0.249998 -3.897119 'e-d159v73'
154 0.750002 -3.897119 'ao2d117v47'
155 1.250002 -3.897119 'fd115v66'
156 2.000002 -3.464106 'ed152v62'
157 1.500002 -3.464106 'e-d107v79'
158 2.750002 -3.031094 'do2d126v43'
159 2.250002 -3.031094 'f+o2d186v79'
160 3.000002 -2.598081 'f+d189v80'


# canal 5


# canal 6


# canal 7


# canal 8


# canal 9


# canal 10


# canal 11


# canal 12


# canal 13


# canal 14


# canal 15


# canal 16


# canal 17
1 -4.992409 -6.500058 'xbf201e xbf0000 xbe2046 xbe0000,xcf05t1 xce03,do2d75v29c16t2,eo0d181v49c15t33,l182'
2 -4.522181 -7.147271 'xbf203c xbf0000 xbe2046 xbe0000,xcf13t1 xce06,fo4d182v69c16t3,f+o3d119v72c15t34,l183'
3 -5.007591 -7.499942 'xbf2032 xbf0000 xbe2046 xbe0000,xcf32t1 xce10,f+o2d349v85c16t5,a-o1d151v42c15t20,l350'
4 -5.477819 -6.852729 'xbf2014 xbf0000 xbe2046 xbe0000,xcf00t1 xce0f,c+o1d136v53c16t3,bo2d81v80c15t46,l137'
5 -4.506999 -6.147387 'xbf200b xbf0000 xbe2032 xbe0000,xcf00t1 xce14,e-d177v65c15t22,ao4d270v64c16t34,l271'
6 -4.036770 -6.794600 'xbf2048 xbf0000 xbe2048 xbe0000,xcf00t1 xce00,a-o2d121v65c16t6,e-o5d174v99c15t37,l175'
7 -3.566542 -7.441813 'xbf2032 xbf0000 xbe2032 xbe0000,xcf14t1 xce32,ed396v71c15t43,a-o0d166v28c16t50,l397'
8 -4.537363 -8.147156 'xbf2048 xbf0000 xbe2032 xbe0000,xcf02t1 xce1e,fo5d126v46c16t18,do-1d87v83c15t38,l127'
9 -5.022773 -8.499827 'xbf2014 xbf0000 xbe2046 xbe0000,xcf00t1 xce06,f+o1d64v32c16t2,go0d77v96c15t34,l78'
10 -5.493001 -7.852613 'xbf2048 xbf0000 xbe2048 xbe0000,xcf00t1 xce00,do4d170v30c16t38,a-o5d54v47c15t50,l171'
11 -5.963229 -7.205400 'xbf2048 xbf0000 xbe2048 xbe0000,xcf04t1 xce00,co2d164v57c16t7,co4d97v84c15t48,l165'
12 -6.433457 -6.558187 'xbf2048 xbf0000 xbe2048 xbe0000,xcf04t1 xce00,cd147v100c15t20,e-d111v50c16t42,l148'
13 -5.462637 -5.852844 'xbf2032 xbf0000 xbe2048 xbe0000,xcf1et1 xce01,do2d616v69c15t36,f+o7d146v20c16t49,l617'
14 -4.977227 -5.500173 'xbf2046 xbf0000 xbe2048 xbe0000,xcf10t1 xce00,do5d139v24c15t27,ad107v77c16t32,l140'
15 -4.491817 -5.147502 'xbf200b xbf0000 xbe2048 xbe0000,xcf00t1 xce01,go4d275v86c15t9,bo2d421v40c16t16,l422'
16 -4.021588 -5.794715 'xbf200a xbf0000 xbe2046 xbe0000,xcf01t1 xce04,e-o-1d68v71c15t30,go4d241v37c16t44,l242'
17 -3.551360 -6.441929 'xbf2048 xbf0000 xbe2014 xbe0000,xcf04t1 xce00,c+o7d103v47c15t22,c+o1d108v31c16t48,l109'
18 -3.081132 -7.089142 'xbf201e xbf0000 xbe200a xbe0000,xcf16t1 xce01,e-d827v91c15t5,c+o2d69v60c16t41,l828'
19 -4.051952 -7.794485 'xbf2048 xbf0000 xbe200a xbe0000,xcf00t1 xce01,fo1d309v51c16t5,f+o5d779v21c15t10,l780'
20 -3.096313 -8.089026 'xbf2046 xbf0000 xbe201e xbe0000,xcf0ft1 xce05,do4d148v87c15t6,a-o5d89v52c16t29,l149'
21 -4.067133 -8.794370 'xbf2032 xbf0000 xbe2048 xbe0000,xcf14t1 xce02,e-d143v88c15t14,do0d192v22c16t22,l193'
22 -4.552544 -9.147041 'xbf2048 xbf0000 xbe201e xbe0000,xcf02t1 xce05,a-o4d72v74c15t16,ao3d191v91c16t47,l192'
23 -5.037954 -9.499713 'xbf2032 xbf0000 xbe2046 xbe0000,xcf00t1 xce06,bo2d97v53c16t16,a-o6d162v44c15t19,l163'
24 -5.508183 -8.852499 'xbf2046 xbf0000 xbe200b xbe0000,xcf10t1 xce00,do0d422v21c15t14,a-o6d159v54c16t18,l423'
25 -5.978411 -8.205285 'xbf2032 xbf0000 xbe2046 xbe0000,xcf32t1 xce10,e-o4d448v69c16t13,a-d75v72c15t39,l449'
26 -6.448639 -7.558072 'xbf201e xbf0000 xbe2046 xbe0000,xcf06t1 xce04,a-d54v30c16t8,b-o4d132v87c15t32,l133'
27 -6.918867 -6.910858 'xbf2032 xbf0000 xbe2046 xbe0000,xcf32t1 xce03,b-o4d183v41c15t14,c+o5d562v78c16t19,l563'
28 -5.948047 -6.205516 'xbf200b xbf0000 xbe2032 xbe0000,xcf00t1 xce00,e-d103v97c15t36,f+o2d563v20c16t38,l564'
29 -6.903685 -5.910974 'xbf2048 xbf0000 xbe2048 xbe0000,xcf04t1 xce04,a-o1d99v52c16t6,c+d189v59c15t9,l190'
30 -5.932865 -5.205631 'xbf201e xbf0000 xbe2032 xbe0000,xcf06t1 xce14,gd142v77c16t14,a-o-1d94v83c15t47,l143'
31 -5.447454 -4.852960 'xbf203c xbf0000 xbe2048 xbe0000,xcf00t1 xce00,eo4d155v43c15t17,do0d74v24c16t32,l156'
32 -4.962044 -4.500289 'xbf2046 xbf0000 xbe2048 xbe0000,xcf04t1 xce04,do5d83v22c16t10,ao2d98v97c15t38,l99'
33 -4.476634 -4.147618 'xbf2048 xbf0000 xbe2032 xbe0000,xcf00t1 xce14,c+d131v95c15t6,e-o1d631v26c16t18,l632'
34 -4.006405 -4.794831 'xbf2048 xbf0000 xbe200b xbe0000,xcf00t1 xce00,a-o4d791v73c15t6,ad53v67c16t47,l792'
35 -3.536177 -5.442045 'xbf201e xbf0000 xbe2032 xbe0000,xcf05t1 xce00,c+o1d48v83c15t29,do4d163v56c16t44,l164'
36 -3.065949 -6.089258 'xbf2048 xbf0000 xbe2048 xbe0000,xcf00t1 xce00,go2d84v74c15t13,b-o5d49v68c16t39,l85'
37 -2.595721 -6.736472 'xbf2048 xbf0000 xbe2048 xbe0000,xcf00t1 xce03,fo1d556v67c15t19,c+o4d59v80c16t26,l557'
38 -2.125492 -7.383685 'xbf2048 xbf0000 xbe2048 xbe0000,xcf03t1 xce00,cd113v47c15t3,bo2d857v69c16t36,l858'
39 -2.610902 -7.736356 'xbf2046 xbf0000 xbe2046 xbe0000,xcf03t1 xce0f,go2d102v72c15t26,eo1d133v35c16t48,l134'
40 -2.626084 -8.736241 'xbf2048 xbf0000 xbe2048 xbe0000,xcf03t1 xce04,b-o5d97v60c15t34,go1d439v49c16t42,l440'
41 -3.111494 -9.088913 'xbf2032 xbf0000 xbe200a xbe0000,xcf1et1 xce01,go4d238v85c15t24,eo3d67v73c16t49,l239'
42 -3.581722 -8.441699 'xbf2048 xbf0000 xbe2046 xbe0000,xcf00t1 xce03,do-1d88v57c15t5,e-o4d140v88c16t12,l141'
43 -3.596905 -9.441585 'xbf2048 xbf0000 xbe2048 xbe0000,xcf00t1 xce00,go5d137v92c16t3,fo2d74v68c15t16,l138'
44 -4.082314 -9.794256 'xbf203c xbf0000 xbe2048 xbe0000,xcf00t1 xce00,ad169v53c15t17,fo1d182v74c16t42,l183'
45 -2.110310 -6.383801 'xbf2046 xbf0000 xbe203c xbe0000,xcf03t1 xce00,go4d93v80c15t21,ed98v40c16t25,l99'
46 -2.580539 -5.736587 'xbf203c xbf0000 xbe2048 xbe0000,xcf00t1 xce01,f+o4d85v91c16t8,do3d652v71c15t20,l653'
47 -3.050767 -5.089374 'xbf2048 xbf0000 xbe200b xbe0000,xcf02t1 xce00,co5d182v84c16t12,e-o2d286v50c15t14,l287'
48 -3.520995 -4.442160 'xbf2048 xbf0000 xbe2032 xbe0000,xcf01t1 xce14,co2d949v56c16t16,b-o1d133v43c15t30,l950'
49 -5.917683 -4.205747 'xbf203c xbf0000 xbe2046 xbe0000,xcf13t1 xce0f,co2d92v66c15t42,eo-1d118v62c16t45,l119'
50 -6.403092 -4.558418 'xbf2048 xbf0000 xbe2048 xbe0000,xcf03t1 xce04,bo2d350v49c16t11,a-o5d177v31c15t16,l351'
51 -6.418274 -5.558302 'xbf2046 xbf0000 xbe2048 xbe0000,xcf06t1 xce00,ao5d113v45c15t12,fo7d75v70c16t29,l114'
52 -6.888503 -4.911089 'xbf2046 xbf0000 xbe2048 xbe0000,xcf04t1 xce02,co0d111v44c16t26,eo2d128v92c15t47,l129'
53 -7.373913 -5.263760 'xbf2032 xbf0000 xbe2032 xbe0000,xcf32t1 xce1e,f+o4d141v84c15t11,c+o5d712v39c16t23,l713'
54 -7.389095 -6.263645 'xbf2046 xbf0000 xbe203c xbe0000,xcf0ft1 xce00,fo2d166v92c16t5,fo3d83v93c15t34,l167'
55 -7.874505 -6.616316 'xbf203c xbf0000 xbe2048 xbe0000,xcf00t1 xce02,eo0d66v78c16t41 eo4d83v23c15,l84'
56 -6.934049 -7.910743 'xbf2032 xbf0000 xbe201e xbe0000,xcf00t1 xce06,fo1d57v70c16t40 eo4d191v93c15,l192'
57 -7.404277 -7.263529 'xbf2048 xbf0000 xbe2032 xbe0000,xcf04t1 xce14,e-d78v59c15t26,b-o4d65v27c16t34,l79'
58 -7.419459 -8.263414 'xbf2032 xbf0000 xbe2048 xbe0000,xcf14t1 xce00,e-o2d468v91c15t3,a-d131v48c16t41,l469'
59 -7.889688 -7.616200 'xbf2046 xbf0000 xbe2048 xbe0000,xcf04t1 xce00,co5d178v70c15t21,ao1d161v22c16t42,l179'
60 -6.463820 -8.557956 'xbf203c xbf0000 xbe2032 xbe0000,xcf13t1 xce00,bo-1d106v26c15t2,co5d125v24c16t30,l126'
61 -6.949231 -8.910626 'xbf2048 xbf0000 xbe203c xbe0000,xcf00t1 xce00,a-o4d153v93c16t31,ao2d69v48c15t37,l154'
62 -5.993592 -9.205169 'xbf2014 xbf0000 xbe201e xbe0000,xcf00t1 xce16,go6d67v99c16t16,ao1d50v71c15t18,l68'
63 -6.479003 -9.557839 'xbf2046 xbf0000 xbe203c xbe0000,xcf03t1 xce13,f+o5d172v41c15t18,co0d96v99c16t39,l173'
64 -5.523364 -9.852382 'xbf200a xbf0000 xbe2032 xbe0000,xcf01t1 xce1e,fo4d95v47c15t14,do3d883v31c16t36,l884'


# canal 18


# canal 19


# canal 20
